label,message
0,"Bug: ParentRunner lost test Class from a separate class loader (#1252) <enter>  <enter> * Bug: ParentRunner lost test Class from a separate class loader <enter>  <enter> When junit.jar located in one ClassLoader but runing tests in another ParentRunner can lost information about run class. <enter> For example if use @ClassRule and request test class(org.junit.runner.Description#getTestClass) we can get null, <enter> because ParentRunner instead of set Class as is to Description tranform it to class name string, <enter> as result org.junit.runner.Description#getTestClass execute Class.forName and can't find test class. <enter>  <enter> Spring-test fail with exception if we try use SpringClassRule <enter>  <enter> ``` <enter> java.lang.NullPointerException <enter>  at org.springframework.test.context.junit4.rules.SpringClassRule.validateSpringMethodRuleConfiguration(SpringClassRule.java:186) <enter>  at org.springframework.test.context.junit4.rules.SpringClassRule.apply(SpringClassRule.java:134) <enter>  at org.junit.rules.RunRules.applyAll(RunRules.java:26) <enter>  at org.junit.rules.RunRules.<init>(RunRules.java:15) <enter>  at org.junit.runners.ParentRunner.withClassRules(ParentRunner.java:245) <enter>  at org.junit.runners.ParentRunner.classBlock(ParentRunner.java:194) <enter>  at org.junit.runners.ParentRunner.run(ParentRunner.java:362) <enter>  at org.junit.runner.JUnitCore.run(JUnitCore.java:137) <enter> ``` <enter>  <enter> As solution, now ParentRunner create Descriptor with explicit specify Class, name and uses annotations. <enter>  <enter> * Restore backward compatibility with sub class of ParentRunner that override getName method <enter> * Add ParentRunnerClassLoaderTest to AllClassesTests suite"
3,"further documentation cleanup, especially around TestRule"
0,Travis: Remove the duplicate addons directive (#3492)
0,Start building against snapshots for Spring Data Ingalls SR10 <enter>  <enter> See gh-11673
2,[ 774304 ] Fix for JUnit 3.8.1 does not compile with JDK 1.1
2,"Multiple registry  (#4066) <enter>  <enter> fixes #3932, #3599, #3084"
3,#NAME?
0,Remove unused import for unit test (#4976) <enter>  <enter> * clear unused import
0,Documentation for endpoint resolving on a base URL.
1,Remove
2,"bugfix:fix alibaba RpcContext setAttachment(String,String) (#6052)"
0,RxJava 1.0.14 with an important Android fix. <enter>  <enter> Just in case someone is relying on the transitive dependency.
0,Move files from /.eclipse into /eclipse <enter>  <enter> Move the `eclipse.properties` file from `.eclipse` into `eclipse` <enter> since the IDE plugin supports both.
3,Restore mock module for creating delayed and erroring Calls.
3,Remove author tag left in from copy&paste
0,Define async APIs and switch Job to use HttpEngine directly. <enter>  <enter> Using HttpEngine directly introduces some duplicated code with <enter> HttpURLConnection. It also breaks the response cache. I think <enter> this is the best route going forward; and eventually we could <enter> invert this relationship to have HttpURLConnection depending on <enter> Job directly rather than vice versa.
0,Don't append to a truncated line in the journal. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/1099
2,fix CertificateChainCleanerTest for Java 9
0,Upgrade to Logback 1.1.5 <enter>  <enter> Closes gh-5212
0,Upgrade to Neo4j Ogm 3.2.11 <enter>  <enter> Closes gh-21201
0,"Delete .cvsignore files, because we're using Git now."
1,Delete OptimizedSerialization
0,Remove unused classes from 56f11374c2f5d037e57d274a3c72f9694cd9e05c.
0,Cancel calls on unexpected exceptions <enter>  <enter> Closes: https://github.com/square/okhttp/issues/5151
3,Move deprecated classes back where they used to be.
3,ExpectedException drastically simplified
2,Honor the encoding of the response in XML deserialization.
1,Didn't want that
0,"keep demo simple, and switch to use zookeeper as registry center (#4705) <enter>  <enter> * keep demo simple, and switch to use zookeeper as registry center <enter>  <enter> * remove comment"
0,Deleted unnecessary .vcm_meta file.
3,Clarify that annotating suite has no effect
0,Cleaning up indentation <enter>  <enter> The inline method refactoring conducted by eclipse introduced <enter> some extra tabs. <enter>  <enter> Incomplete - task : Issue 551: Resolve sensitive equality in <enter> MethodSorter test.
3,"Update JUnit version, improve ClassRule javadoc, update release notes"
0,fix typo (#3110)
0,Remove unused interface.
0,Remove unnecessary null check.
0,Prepare version 1.4.0.
0,Remove incorrect generic parameter.
0,adds optional request body for DELETE requests to ammend #610
3,Small fixes from error-prone
3,"- Renamed link classes. <enter>   Absolute actions are verbs: IgnoreTest, Invoke. <enter>   ActionModifiers are modifying phrases: ExpectingException, WithTimeout, etc. <enter>  <enter> - Moved isShadowedBy(List) to TestMethod"
0,More interesting example tests <enter>  <enter> git-svn-id: https://mockwebserver.googlecode.com/svn/trunk@6 cf848351-439f-e86a-257f-67fa721851d5
3,add maven-compiler-plugin to pom.xml
0,Revise the upgrading guide for OkHttp 4.x. <enter>  <enter> Also change the old OkHttp 3.x Javadoc to set the new docs as canonical. <enter> https://publicobject.com/2017/02/14/canonical-urls-for-javadocs/
0,Fix typo in test name
0,Deleted dead faq link. <enter>  <enter> Fix #1248.
3,Import RxJava 2 CallAdapter.Factory <enter>  <enter> From https://github.com/JakeWharton/retrofit2-rxjava2-adapter
3,Finishing the work of ComparisonCriteria <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,Android 10 support for X509TrustManager (#5688)
0,Close ResponseBody on 204/205 to avoid connection leak
0,Enhance ProtobufTypeBuilder support generate type definition which contains Bytes List or Bytes Map. (#5083)
0,Ensure checking customizer ordering <enter>  <enter> See gh-15603
0,Routers zookeeper path (#3173) <enter>  <enter> * give router rule a more layered extensiable ZK path: <enter> * ../routers/condition <enter> * ../routers/tag <enter> * ../routers/otherRouter <enter>  <enter> * Fix UT <enter>  <enter> * Adjust ZK to handle layered routers path <enter>  <enter> * Remove BlackWhiteListRule <enter>  <enter> * Adjust code to avoid possible ConcurrentModificationException <enter>  <enter> * revert router from layered path to flat path: <enter> /router/condition -> router-codition <enter>  <enter> * adjust router path in UT <enter>  <enter> * change suffix literal: router-condition to condition-router <enter>  <enter> * change suffix literal: router-condition to condition-router
1,ExpectedException Interceptor added
3,"Invalid assumptions, failed tests, and ignored tests now all print similarly"
2,[Dubbo-4991] Fix zk client create logic (#5139) <enter>  <enter> fix #4991
0,Add Android integration tests
0,Clarify use of `DataSource` for batch apps <enter>  <enter> Closes gh-8271
0,#1411: Locale deserialize 'zh-hant_CN'
3,Improve error message when TemporaryFolder.newFolder() fails.
0,Cleaned up code.
1,Formatting.
0,Remove useless config item in xsd
3,Create a Builder for FailOnTimeout. <enter> Delete all constructors created since 4.11 was released. <enter> Fix style issues.
0,check null for path before call rest server (#3665)
0,"Polish /apache/dubbo#5446 : With @Reference, Aop does not work (#5717) <enter>  <enter> * Polish /apache/dubbo#5446 : With @Reference, Aop does not work <enter>  <enter> * Polish /apache/dubbo#5718 : [Infrastructure] Uprade com.alibaba.spring:spring-context-support 1.0.6 <enter>  <enter> * Polish /apache/dubbo#5446 : With @Reference, Aop does not work"
0,"Update production-ready-features.adoc <enter>  <enter> Replace line break with missing line fold '
' to continue the property <enter> value. <enter>  <enter> Closes gh-7596"
0,Introduce factory for converter concept. <enter>  <enter> This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method. Both of those will come in follow up commits
0,"Test that LaunchedURLClassLoader works when thread is interrupted <enter>  <enter> Previously, RandomAccessDataFile used a semaphore and acquired it <enter> interruptibly. This meant that an interrupted thread was unable to <enter> access the file. Notably, this would prevent LaunchedURLClassLoader from <enter> loading classes or resources on an interrupted thread. <enter>  <enter> The previous commit (937f857) updates RandomAccessDataFile to acquire <enter> the semaphore uninterruptibly. This commit adds a test to <enter> LaunchedURLClassLoader to verify that it can now load a resource from <enter> an interrupted thread. <enter>  <enter> Closes gh-6683"
3,change how DynamicConfiguration instance is fetched.
0,`response` receives null explicitly from several catch clauses => Fix nullability (override default parameter nullability set at package-info). (#3449)
3,Adding additional javadoc context for deprecated FrameworkMethod#producesType. Adding acknowledgements entry for pholser. Starting 4.9.1 release notes.
3,applied code review
3,add gpg signing plugin for protobuf compiler
0,"[DUBBO-3137]: get rid of ConfigConstants, RpcConstatns, RemotingConstants (#4138) <enter>  <enter> * [DUBBO-3137]: get rid of ConfigConstants, RpcConstatns, RemotingConstants <enter>  <enter> * fix compilation error <enter>  <enter> * fix compilation issue <enter>  <enter> * let compatible constants to reference all constants <enter>  <enter> * use static imports"
0,"test: no inline comment, comment space"
1,Formatting
0,Convert Http2Connection to Kotlin (#5014) <enter>  <enter> * Rename Http2Connection to .kt <enter>  <enter> * Convert Http2Connection to Kotlin
3,Convert MockWebServer to Kotlin
0,Most of the plans and mark2 nonsense gone
2,"Fixes #3367, fail to parse config text with white space (#3589)"
0,Prefer ByteString.encodeString. <enter>  <enter> This saves cloning the byte array because the byte array can't be modified by the caller.
1,Kent & Erich patch swallowing in Merlin
0,switch from CopyOnWriteArrayList to regular list in order to avoid potential UnsupportedOperationException (#3978) <enter>  <enter> Fixes #3242
0,Update campaign spending
0,release 2.4.1
0,"Drop our one remaining DSS cipher suite. <enter>  <enter> Tracking Chrome and Firefox, which have also dropped this cipher suite. <enter>  <enter> This is the only cipher suite change since the last update. See our cipher <enter> suites spreadsheet for a comparison: https://goo.gl/dWXbi0 <enter>  <enter> Closes https://github.com/square/okhttp/issues/1476"
0,Prepare version 2.0.0-beta3.
0,fix typo:metodName (#5596)
2,Both hasCause() and hasMessage() describe mismatches
0,Add Assert#expectThrows and Assert#assertThrows <enter>  <enter> Closes #1154.
0,Use consistent camel casing of 'SSL'.
3,find correct component type when the enclosing type is Foo<int[]> on JDK 7 and beyond
2,Fixes imports
3,Restore FINE logging of HTTP response body.
0,Check for DSP to enable ALPN. (#3490) <enter>  <enter> * Check for DSP to enable ALPN. <enter>  <enter> * Move ducktyped method references into method body. <enter>  <enter> * Add static check that determines if ALPN is supported.
3,Repackage gson into retrofit.internal.gson
0,Remove duplicate word in docs
2,Fix a race in WebSocketHttpTest. (#3570) <enter>  <enter> We were assuming on a client failure the server wouldn't have any <enter> further events. But it will get a failure if we give it a moment. <enter> This was causing some test flakiness.
0,Simplify code with Lambda (#4834) <enter>  <enter> Simplify code with Lambda
2,spdy 3 support length 0 header value
0,Correct link to Groovy MarkupTemplateEngine documentation <enter>  <enter> See gh-16316
0,Test for OpenJSSE (#5348) <enter>  <enter> * Test for OpenJSSE <enter>  <enter> * Test for tls version <enter>  <enter> * Comment <enter>  <enter> * Fix <enter>  <enter> * Copyright <enter>  <enter> * Explore public socket API <enter>  <enter> * Fix platform testing <enter>  <enter> * Test socket type <enter>  <enter> * Revert circleci change
3,Pull classBlock up into ParentRunner
0,Prepare for release 4.7.0.
2,Fix javadoc on Parameterized
0,Use accessor for in-progress async count added in Tomcat 9.0.33 <enter>  <enter> Closes gh-20440
0,oschina vote (#2786)
0,Add test for handling InitializationError <enter>  <enter> The code was changed by commit 0804ef4cd09b0e94783a9882c60914e22fca5108 <enter> but unfortunately the test was not part of the commit. The test is based <enter> on Philip Graf's test in pull request #1065. <enter>  <enter> Co-authored-by: Philip Graf <git@acanda.ch>
0,Kotlin 1.4.20 (#6341) <enter>  <enter> * Early testing with kotlin 1.4.20 <enter>  <enter> * Update build.gradle <enter>  <enter> * Kotlin 1.4.20 RC <enter>  <enter> * Kotlin 1.4.20 RC <enter>  <enter> * Update build.gradle
3,Propagate fatal exceptions even if already dispatching an error.
0,Remove duplicate ut classes
2,document buffer (#3748)
3,Use new central artifact redirect link.
0,Add example of using JSON converter as a String converter. <enter>  <enter> This also adds the Retrofit instance as a param to the string converter to allow it to delegate to others directly. This brings it into parity with the method signatures of the other converter methods anyway.
1,remove tree.txt
0,Prepare version 2.6.3
0,Upgrade to Tomcat 9.0.14 <enter>  <enter> Closes gh-15513
0,Updated README about Enclosed
2,Fix concurrency problems in RpcStatus and RoundRobinLoadBalance (#5881)
3,set reg status to true after reExport
0,Bump version
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1365 1a56cb94-b969-4eaa-88fa-be21384802f2
3,Last argument should be handled for observable methods
0,Migrate Logging tests to Junit5 (#6355)
0,JavaDoc cleanup
3,RunNotifier.fireTestRunStarted(Plan) to replace fireTestRunStarted(Description)
3,Added 'How do I write a test for an abstract class?'
3,record init status.
3,Update Headers factories to be idiomatic Kotlin
2,Ignored tests should be shown differently in stack trace section of report
3,modify consumer metadatareport: param type from string to map
